,date,time,text,sentiment,target,text_tokenized,joined_tokens
784,2/22/2022,5:43:48 PM, >pve,Other,Game,['pve'],pve
785,2/23/2022,5:18:37 PM, so next week most likely,Other,Game,"['next', 'week', 'likely']",next week likely
786,2/23/2022,1:13:12 AM, so you have 6.5 days to spend it.,Other,Game,"['days', 'spend']",days spend
787,2/23/2022,7:56:14 PM, providing you do every daily,Other,Game,"['providing', 'every', 'daily']",providing every daily
788,2/22/2022,6:26:24 PM, yeah if u got the cinders,Other,Game,"['yeah', 'got', 'cinders']",yeah got cinders
789,2/23/2022,4:44:41 PM, zereth mortis puzzle ,Other,Game,"['zereth', 'mortis', 'puzzle']",zereth mortis puzzle
790,2/23/2022,2:05:36 PM, am i trolling if i buy 262 lego rn ,Other,Game,"['trolling', 'buy', 'lego', 'rn']",trolling buy lego rn
791,2/23/2022,9:36:00 PM, anyone have a tall boy in oribos?,Other,Game,"['anyone', 'tall', 'boy', 'oribos']",anyone tall boy oribos
792,2/22/2022,10:31:41 PM, do mythic rewards not upgrade until next week? just did an 8 that only gave 226,Other,Game,"['mythic', 'rewards', 'upgrade', 'next', 'week', 'gave']",mythic rewards upgrade next week gave
793,2/23/2022,3:08:36 PM, when you beat 4,Other,Game,['beat'],beat
794,2/22/2022,8:26:16 PM, where did the twinks go ,Other,Game,"['twinks', 'go']",twinks go
795,2/23/2022,10:25:57 AM, how did someone already hit honored,Other,Game,"['someone', 'already', 'hit', 'honored']",someone already hit honored
796,2/22/2022,10:29:02 PM," blingtrons 5k and 7k up in org's valley of strength for the next 10 min. i place them at the same times every day, and they offer a gift once per day per account. whisper me if you want to know more, and have a great day!",Other,Game,"['blingtrons', 'org', 'valley', 'strength', 'next', 'min', 'place', 'times', 'every', 'day', 'offer', 'gift', 'per', 'day', 'per', 'account', 'whisper', 'want', 'know', 'great', 'day']",blingtrons org valley strength next min place times every day offer gift per day per account whisper want know great day
797,2/23/2022,2:03:42 PM, will lfr for sire denathrius even pop?,Other,Game,"['lfr', 'sire', 'denathrius', 'even', 'pop']",lfr sire denathrius even pop
798,2/23/2022,3:21:51 PM," neato, thank you so much",Other,Game,"['neato', 'thank', 'much']",neato thank much
799,2/22/2022,5:43:55 PM, how long it take for character to transfer,Other,Game,"['long', 'take', 'character', 'transfer']",long take character transfer
800,2/23/2022,1:27:54 PM, hes right i just put  on desolate shard of jas and my hp doesnt go up,Other,Game,"['hes', 'right', 'put', 'desolate', 'shard', 'jas', 'hp', 'doesnt', 'go']",hes right put desolate shard jas hp doesnt go
801,2/23/2022,6:34:53 PM, can pots / flask proc in shadowlands alchemy? ,Other,Game,"['pots', 'flask', 'proc', 'shadowlands', 'alchemy']",pots flask proc shadowlands alchemy
802,2/22/2022,8:12:13 PM, go fury,Other,Game,"['go', 'fury']",go fury
803,2/22/2022,10:36:23 PM, does skipping ahead on the new content miss out on potential reputation?,Other,Game,"['skipping', 'ahead', 'new', 'content', 'miss', 'potential', 'reputation']",skipping ahead new content miss potential reputation
804,2/23/2022,6:50:33 PM, chromie wod,Other,Game,"['chromie', 'wod']",chromie wod
805,2/23/2022,12:02:23 PM, yes but i  dont' know if people still run it,Other,Game,"['yes', 'know', 'people', 'still', 'run']",yes know people still run
806,2/23/2022,4:36:48 PM, nope,Other,Game,['nope'],nope
807,2/23/2022,4:24:41 PM, would a 19 *untimed* give a 15 in next vault or is it only 19 timed or 20 untimed for 16?,Other,Game,"['would', 'untimed', 'give', 'next', 'vault', 'timed', 'untimed']",would untimed give next vault timed untimed
808,2/23/2022,1:37:23 PM, can someone give me a soul keeper's spire so i can run a dungeon?,Other,Game,"['someone', 'give', 'soul', 'keeper', 'spire', 'run', 'dungeon']",someone give soul keeper spire run dungeon
809,2/23/2022,9:29:53 PM, shadowlands was and still is fine imo.  just holier than thou losers made this game unbearable.,Other,Game,"['shadowlands', 'still', 'fine', 'imo', 'holier', 'thou', 'losers', 'made', 'game', 'unbearable']",shadowlands still fine imo holier thou losers made game unbearable
810,2/22/2022,10:14:19 PM, thug cleave or jungle...,Other,Game,"['thug', 'cleave', 'jungle']",thug cleave jungle
811,2/23/2022,7:02:10 PM, tauren need the all 2022 dodge ram heavy duty,Other,Game,"['tauren', 'need', 'dodge', 'ram', 'heavy', 'duty']",tauren need dodge ram heavy duty
812,2/22/2022,10:13:54 PM, next,Other,Game,['next'],next
813,2/22/2022,6:42:06 PM, medium good,Other,Game,"['medium', 'good']",medium good
814,2/22/2022,8:33:54 AM, when i get a day off i take it,Other,Game,"['get', 'day', 'take']",get day take
815,2/22/2022,6:31:27 PM, i believe everyone chooses their path and you can always heal ,Other,Game,"['believe', 'everyone', 'chooses', 'path', 'always', 'heal']",believe everyone chooses path always heal
816,2/23/2022,12:38:39 AM, can i throw out the shards of domination taking up space in my bags now?,Other,Game,"['throw', 'shards', 'domination', 'taking', 'space', 'bags']",throw shards domination taking space bags
817,2/22/2022,8:13:40 PM, how do i get to the new zone? i didnt get a quest,Other,Game,"['get', 'new', 'zone', 'didnt', 'get', 'quest']",get new zone didnt get quest
818,2/23/2022,3:04:17 PM, 9.1 yea,Other,Game,['yea'],yea
819,2/22/2022,6:36:14 PM, its not a game you beat its like a job but it can be fun,Other,Game,"['game', 'beat', 'like', 'job', 'fun']",game beat like job fun
820,2/23/2022,4:39:17 PM, cannot wait for the new recolor of the ksm mount!,Other,Game,"['cannot', 'wait', 'new', 'recolor', 'ksm', 'mount']",cannot wait new recolor ksm mount
821,2/23/2022,1:23:17 PM, i'm sure you'll get lots of responses,Other,Game,"['sure', 'get', 'lots', 'responses']",sure get lots responses
822,2/22/2022,5:03:26 PM, omnibar with an interrupt bar,Other,Game,"['omnibar', 'interrupt', 'bar']",omnibar interrupt bar
823,2/23/2022,1:23:04 PM, if it's so mind blowing then just post it in chat,Other,Game,"['mind', 'blowing', 'post', 'chat']",mind blowing post chat
824,2/22/2022,7:31:15 PM, new arena,Other,Game,"['new', 'arena']",new arena
825,2/23/2022,2:39:03 PM, why cant i realm change? it says i have an unwrapped pet or some shit but i cant find it,Other,Game,"['cant', 'realm', 'change', 'says', 'unwrapped', 'pet', 'shit', 'cant', 'find']",cant realm change says unwrapped pet shit cant find
826,2/23/2022,1:23:21 PM, he was here the other day n tried the same shit awhile ago,Other,Game,"['day', 'n', 'tried', 'shit', 'awhile', 'ago']",day n tried shit awhile ago
827,2/22/2022,9:02:39 PM, i did up to unlocking the cypher and it allowed me to skip to that point on alts,Other,Game,"['unlocking', 'cypher', 'allowed', 'skip', 'point', 'alts']",unlocking cypher allowed skip point alts
828,2/23/2022,2:08:59 PM," the dungeons arent really ""new"" persay, its just new to the key system, ",Other,Game,"['dungeons', 'arent', 'really', 'new', 'persay', 'new', 'key', 'system']",dungeons arent really new persay new key system
829,2/22/2022,10:36:17 PM, wot,Other,Game,['wot'],wot
830,2/22/2022,6:37:13 PM, imagine needing gear,Other,Game,"['imagine', 'needing', 'gear']",imagine needing gear
831,2/23/2022,4:40:01 PM, agreed :d,Other,Game,['agreed'],agreed
832,2/22/2022,8:54:46 PM, when do i get to wear 2 leggo?,Other,Game,"['get', 'wear', 'leggo']",get wear leggo
833,2/23/2022,1:23:35 PM, nah they've been thre for awhile,Other,Game,"['nah', 'thre', 'awhile']",nah thre awhile
